Chemicals,Chemical_Count,PharmGKB_ID,RS_ID,Chromosome,Postion,Gene,Annotation_ID,Level_of_Evidence,Types,Phenotypes,OMB_Races,Unknown_Race,Mixed_Population
"PA10390:sulfonamides, urea derivatives",1,PA166134288,rs1057910,chr10,96741053,CYP2C9,1184986538,3,efficacy,"PA443890:Diabetes Mellitus, Type 2",,1,
PA450084:irbesartan,1,PA166153433,rs1057910,chr10,96741053,CYP2C9,1447990147,3,efficacy; pk,PA447288:Essential hypertension,asian,,
PA450037:interferon beta-1a;PA450039:interferon beta-1b,2,PA166152641,rs10760397,chr9,128133207,GAPVD1,1448106283,3,efficacy,PA444987:Multiple Sclerosis,,,1
PA449748:gemcitabine,1,PA166152674,rs1060896,chr15,45554267,SLC28A2,1447960255,3,efficacy; toxicity,PA445062:Neoplasms,,,1
PA164764584:rasagiline,1,PA166158980,rs1076560,chr11,113283688,DRD2,1448100449,4,efficacy,PA445254:Parkinson Disease,,1,
PA449072:cocaine,1,PA166152818,rs1076560,chr11,113283688,DRD2,1447963239,2B,toxicity,PA446878:Cocaine-Related Disorders,white,,
PA450688:olanzapine,1,PA166136509,rs1076560,chr11,113283688,DRD2,1447943737,3,efficacy,PA447216:Schizophrenia,,1,
PA450761:paclitaxel,1,PA166135755,rs10771973,chr12,32792974,FGD4,1444700963,3,toxicity,,,,1
PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,1,PA166161172,rs10782001,chr16,30942625,FBXL19,1448423708,3,toxicity,PA445451:Psoriasis,white,,
PA162565877:amisulpride,1,PA166136014,rs1079597,chr11,113296286,DRD2,1447944779,3,efficacy,PA447216:Schizophrenia,asian,,
PA449899:hydrochlorothiazide,1,PA166135739,rs10792367,chr11,62758799,,1444700541,3,efficacy,PA444552:Hypertension,asian,,
PA452233:antipsychotics;PA449061:clozapine;PA450688:olanzapine,3,PA166134279,rs1079598,chr11,113296274,DRD2,981419002,3,toxicity,PA447216:Schizophrenia,white,,
PA452616:debrisoquine,1,PA166135400,rs1080985,chr22,42528382,CYP2D6,1183700816,3,other,,,1,
PA451666:thioridazine,1,PA166135403,rs1080985,chr22,42528382,CYP2D6,1183701072,3,other,,white,,
PA448497:aspirin,1,PA166134756,rs1065776,chr3,152553627,P2RY1,1043818282,3,efficacy,PA445019:Myocardial Infarction,,,1
PA448383:amiodarone,1,PA166134639,rs10800397,chr1,162237090,NOS1AP,1183700535,3,toxicity,PA444807:Long QT Syndrome,white,,
PA451799:troglitazone,1,PA166134151,rs10811661,chr9,22134094,,981418718,3,efficacy,"PA443890:Diabetes Mellitus, Type 2",,,1
PA449441:efavirenz,1,PA166135513,rs1045642,chr7,87138645,ABCB1,1447953261,3,other,PA446213:HIV Infections,,,1
PA451100:prednisone;PA451578:tacrolimus,2,PA166134400,rs1045642,chr7,87138645,ABCB1,981418833,3,other,PA133888799:Organ Transplantation; PA134850491:Transplantation,,,1
PA451365:sirolimus,1,PA166135091,rs1045642,chr7,87138645,ABCB1,1183614844,3,toxicity,PA165817016:Kidney Transplantation,,,1
PA164749649:dicloxacillin,1,PA166134558,rs1045642,chr7,87138644,ABCB1,981204459,3,other,,,1,
PA146123005:talinolol,1,PA166135244,rs1045642,chr7,87138645,ABCB1,1183631484,3,other,,asian,,
PA130620651:anthracyclines and related substances;PA150481189:taxanes,2,PA166135271,rs1045642,chr7,87138645,ABCB1,1183632194,3,efficacy,PA443560:Breast Neoplasms,white,,
PA450705:ondansetron,1,PA166135272,rs1045642,chr7,87138645,ABCB1,1446896676,2A,efficacy,,asian,,
PA450163:lamivudine;PA450264:lopinavir;PA451260:ritonavir;PA451954:zidovudine,4,PA166135340,rs1045642,chr7,87138645,ABCB1,1183690896,3,efficacy,PA447230:HIV,,,
PA451581:tamoxifen,1,PA166135357,rs1045642,chr7,87138645,ABCB1,1183697574,3,efficacy,PA443560:Breast Neoplasms,asian,,
PA133950441:hmg coa reductase inhibitors,1,PA166135549,rs1045642,chr7,87138645,ABCB1,1444695583,3,other,,,1,
PA452618:opioids,1,PA166135595,rs1045642,chr7,87138645,ABCB1,1184986768,3,other,PA445043:Opioid-Related Disorders,white,,
PA7000:sorafenib,1,PA166135635,rs1045642,chr7,87138645,ABCB1,1447814190,3,toxicity,"PA443624:Carcinoma, Renal Cell; PA444552:Hypertension",asian,,
PA451879:vincristine,1,PA166136032,rs1045642,chr7,87138645,ABCB1,1184749279,3,efficacy,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,white,,
PA449621:fexofenadine,1,PA166134306,rs1045642,chr7,87138645,ABCB1,981419023,3,dosage,,white,,
PA130620651:anthracyclines and related substances;PA449177:cytarabine;PA449412:doxorubicin;PA449476:epirubicin;PA449961:idarubicin,5,PA166134308,rs1045642,chr7,87138645,ABCB1,1446897975,3,efficacy,"PA443560:Breast Neoplasms; PA444760:Leukemia, Myeloid, Acute; PA444985:Multiple Myeloma",,,1
PA450616:nevirapine,1,PA166134333,rs1045642,chr7,87138645,ABCB1,981418931,2A,toxicity,PA446213:HIV Infections,,,1
PA448500:atorvastatin,1,PA166134918,rs1045642,chr7,87138645,ABCB1,1140962207,3,efficacy,PA443796:Coronary Artery Disease,,,1
PA448500:atorvastatin,1,PA166134920,rs1045642,chr7,87138645,ABCB1,1143306681,3,toxicity,PA443796:Coronary Artery Disease; PA157379134:Myalgia unspecified,,,1
PA451363:simvastatin,1,PA166134921,rs1045642,chr7,87138645,ABCB1,1142401295,3,efficacy,,white,,
PA451363:simvastatin,1,PA166134922,rs1045642,chr7,87138645,ABCB1,1143176314,3,toxicity,PA444516:Hypercholesterolemia; PA157379134:Myalgia unspecified,,1,
PA450761:paclitaxel,1,PA166134546,rs1045642,chr7,87138645,,1448263841,3,toxicity,PA445062:Neoplasms; PA446975:Neurotoxicity Syndromes; PA445113:Neutropenia,,1,
PA450761:paclitaxel,1,PA166134547,rs1045642,chr7,87138645,ABCB1,1448106034,3,efficacy,PA443560:Breast Neoplasms,,,1
PA449167:cyclosporine,1,PA166134548,rs1045642,chr7,87138645,ABCB1,1444706017,3,pk,PA134850491:Transplantation,,,1
PA450947:phenytoin,1,PA166134549,rs1045642,chr7,87138644,ABCB1,981204335,3,efficacy,PA444065:Epilepsy,black,,
PA450947:phenytoin,1,PA166134550,rs1045642,chr7,87138644,ABCB1,981204321,3,dosage,,,1,
PA448785:carbamazepine,1,PA166134551,rs1045642,chr7,87138645,ABCB1,1447679962,3,efficacy,PA444065:Epilepsy,asian,,
PA449053:clopidogrel,1,PA166134552,rs1045642,chr7,87138645,ABCB1,1446908967,3,efficacy; toxicity,PA165108401:Acute coronary syndrome; PA445019:Myocardial Infarction,,,1
PA449319:digoxin,1,PA166134553,rs1045642,chr7,87138644,ABCB1,981204376,2A,other,,,,1
PA449014:cisplatin;PA128406956:fluorouracil,2,PA166134554,rs1045642,chr7,87138645,ABCB1,1448522450,3,efficacy,PA444101:Esophageal Neoplasms,,1,
PA128406956:fluorouracil,1,PA166134555,rs1045642,chr7,87138645,ABCB1,1448522445,3,toxicity,PA446108:Colorectal Neoplasms,,1,
PA449247:dexamethasone;PA449412:doxorubicin;PA451879:vincristine,3,PA166134556,rs1045642,chr7,87138644,ABCB1,981204437,3,efficacy,PA444985:Multiple Myeloma,,1,
PA165110729:rhodamine 123,1,PA166134557,rs1045642,chr7,87138645,ABCB1,1184468585,4,other,,white,,
PA448771:capecitabine,1,PA166134559,rs1045642,chr7,87138644,ABCB1,981204470,3,toxicity,PA445062:Neoplasms,white,,
PA451257:risperidone,1,PA166136180,rs1045642,chr7,87138645,ABCB1,1444666860,3,toxicity,PA447216:Schizophrenia,asian,,
PA450704:omeprazole;PA450774:pantoprazole,2,PA166135700,rs1045642,chr7,87138645,ABCB1,1444672837,3,efficacy,PA166048740:Helicobacter Infections,white,,
PA451578:tacrolimus,1,PA166136257,rs1045642,chr7,87138645,ABCB1,1448612368,3,dosage; pk,PA133888799:Organ Transplantation,,,1
PA450550:morphine,1,PA166135500,rs1045642,chr7,87138645,ABCB1,1184134278,3,efficacy,PA445208:Pain,white,,
PA143485705:antiepileptics,1,PA166134485,rs1045642,chr7,87138645,ABCB1,1444607342,3,efficacy,PA444065:Epilepsy,,,1
PA131285527:oxaliplatin,1,PA166134720,rs1045642,chr7,87138644,ABCB1,982034835,3,efficacy,PA446108:Colorectal Neoplasms,asian,,
PA451868:verapamil,1,PA166134728,rs1045642,chr7,87138644,ABCB1,982036242,3,other,,asian,,
PA450657:nortriptyline,1,PA166134173,rs1045642,chr7,87138644,ABCB1,982033864,3,toxicity,"PA447278:Depression; PA447207:Depressive Disorder; PA447321:Depressive Disorder, Major; PA444584:Hypotension",,,1
PA450180:lansoprazole;PA451578:tacrolimus,2,PA166134174,rs1045642,chr7,87138645,ABCB1,1448099256,3,pk,PA444255:Gastroesophageal Reflux; PA134850491:Transplantation,asian,,
PA450428:methotrexate,1,PA166134274,rs1045642,chr7,87138645,ABCB1,1446898307,3,toxicity,"PA443434:Arthritis, Rheumatoid",,,1
PA449441:efavirenz;PA450606:nelfinavir,2,PA166134286,rs1045642,chr7,87138645,ABCB1,1444608051,3,efficacy; toxicity,PA447230:HIV,,,1
PA451578:tacrolimus,1,PA166135725,rs1045642,chr7,87138645,ABCB1,1448573642,3,efficacy,"PA443750:Colitis, Ulcerative",,1,
PA451578:tacrolimus,1,PA166136258,rs1045642,chr7,87138645,ABCB1,1444694614,3,toxicity,PA165817016:Kidney Transplantation,,1,
PA451578:tacrolimus,1,PA166135728,rs1045642,chr7,87138645,ABCB1,1444694626,3,toxicity,PA165817016:Kidney Transplantation,,1,
PA450911:phenobarbital,1,PA166135763,rs1045642,chr7,87138645,ABCB1,1444702827,3,efficacy,PA444065:Epilepsy,asian,,
PA164768820:daptomycin,1,PA166135912,rs1045642,chr7,87138645,ABCB1,1445585161,3,pk,,white,,
PA164713176:Platinum compounds,1,PA166152670,rs1045642,chr7,87138645,ABCB1,1447960216,3,efficacy,"PA443622:Carcinoma, Non-Small-Cell Lung",asian,,
PA10233:voriconazole,1,PA166152671,rs1045642,chr7,87138645,ABCB1,1447960223,3,pk,,white,,
"PA164712505:Antivirals for treatment of HIV infections, combinations;PA164712708:Drugs For Treatment Of Tuberculosis",2,PA166152967,rs1045642,chr7,87138645,ABCB1,1448102931,3,toxicity,PA447230:HIV; PA445941:Tuberculosis,,,1
PA452233:antipsychotics,1,PA166153097,rs1045642,chr7,87138645,ABCB1,1447983823,3,dosage,PA447216:Schizophrenia,asian,,
PA165958363:agomelatine,1,PA166136501,rs1045642,chr7,87138645,ABCB1,1447943596,3,efficacy,PA447207:Depressive Disorder,white,,
PA164712708:Drugs For Treatment Of Tuberculosis,1,PA166152860,rs1045642,chr7,87138645,ABCB1,1447964035,3,toxicity,PA445941:Tuberculosis,,,1
PA450530:modafinil,1,PA166136508,rs1045642,chr7,87138645,ABCB1,1447943705,3,efficacy,PA445042:Narcolepsy,,1,
PA450268:losartan,1,PA166159573,rs1045642,chr7,87138645,ABCB1,1448123006,3,efficacy,PA444552:Hypertension,,1,
PA449061:clozapine,1,PA166161245,rs1045642,chr7,87138645,ABCB1,1448427564,3,toxicity,,,,1
PA449809:granisetron,1,PA166161265,rs1045642,chr7,87138645,ABCB1,1448427838,3,efficacy,PA445062:Neoplasms,asian,,
PA449088:codeine,1,PA166136329,rs1045642,chr7,87138645,ABCB1,1444704823,3,toxicity,,,,1
PA449599:fentanyl;PA450401:methadone;PA450550:morphine;PA452618:opioids;PA450741:oxycodone;PA451735:tramadol,6,PA166136330,rs1045642,chr7,87138645,ABCB1,1446899258,2B,dosage,PA445208:Pain,white,,
PA450466:methylprednisolone;PA451096:prednisolone,2,PA166136333,rs1045642,chr7,87138645,ABCB1,1444704886,3,toxicity,PA165817016:Kidney Transplantation,asian,,
PA449552:etoposide,1,PA166136334,rs1045642,chr7,87138645,ABCB1,1444704919,3,pk,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,,,1
PA162372840:sunitinib,1,PA166136376,rs1045642,chr7,87138645,ABCB1,1447945953,3,toxicity,"PA443624:Carcinoma, Renal Cell",,,1
PA448785:carbamazepine,1,PA166136388,rs1045642,chr7,87138645,ABCB1,1448266861,3,dosage; pk,PA444065:Epilepsy,asian,,
PA166129539:silibinin,1,PA166136010,rs1045642,chr7,87138645,ABCB1,1447943718,3,pk,,asian,,
PA451866:venlafaxine,1,PA166136502,rs1045642,chr7,87138645,ABCB1,1447943602,3,efficacy,PA447207:Depressive Disorder; PA445042:Narcolepsy,,,1
PA164713257:Selective serotonin reuptake inhibitors,1,PA166136005,rs1045642,chr7,87138645,ABCB1,1447943613,3,efficacy,PA447207:Depressive Disorder,white,,
PA451578:tacrolimus,1,PA166136026,rs1045642,chr7,87138645,ABCB1,1447949310,3,toxicity,PA165817016:Kidney Transplantation,white,,
PA450550:morphine,1,PA166136081,rs1045642,chr7,87138645,ABCB1,1184998968,3,other,PA445208:Pain,,,1
PA10251:atazanavir;PA451260:ritonavir,2,PA166135636,rs1045642,chr7,87138645,ABCB1,1448617144,3,other,PA447230:HIV,,,1
PA450428:methotrexate,1,PA166136102,rs1045642,chr7,87138645,ABCB1,1448124383,2A,toxicity,"PA443580:Burkitt Lymphoma; PA443937:Drug Toxicity; PA446309:Lymphoma, T-Cell; PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma; PA164925725:Toxic liver disease",,,1
PA10804:imatinib,1,PA166135643,rs1045642,chr7,87138645,ABCB1,1448612728,3,efficacy,"PA446171:Leukemia, Myelogenous, Chronic, BCR-ABL Positive",white,,
PA450688:olanzapine,1,PA166136127,rs1045642,chr7,87138645,ABCB1,1444607808,3,other,PA447215:Psychotic Disorders,,,1
PA165110351:Dabigatran,1,PA166162404,rs1045642,chr7,87138645,ABCB1,1448532195,4,pk,,,1,
PA449053:clopidogrel,1,PA166163651,rs1045642,chr7,87138645,ABCB1,1448615324,3,toxicity,PA443797:Coronary Disease; PA444417:Hemorrhage,asian,,
PA165958360:rivaroxaban,1,PA166162405,rs1045642,chr7,87138645,ABCB1,1448532201,4,pk,,,1,
PA448432:anastrozole,1,PA166163643,rs1045642,chr7,87138645,ABCB1,1448615146,3,toxicity,PA446761:Arthralgia; PA443560:Breast Neoplasms,white,,
PA449053:clopidogrel,1,PA166163681,rs1045642,chr7,87138645,ABCB1,1448615588,3,other,PA166124406:platelet reactivity,,,1
PA450037:interferon beta-1a;PA450039:interferon beta-1b,2,PA166152639,rs10819043,chr9,128037245,GAPVD1,1447959736,3,efficacy,PA444987:Multiple Sclerosis,,,1
PA450428:methotrexate,1,PA166134276,rs10821936,chr10,63723577,ARID5B,981418999,3,other,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,white,,
PA450401:methadone,1,PA166134697,rs10835210,chr11,27695909,BDNF,982032698,3,dosage,PA444460:Heroin Dependence; PA445043:Opioid-Related Disorders,,,1
PA130620651:anthracyclines and related substances,1,PA166134115,rs10836235,chr11,34460704,CAT,981418870,3,toxicity,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,white,,
PA164749390:peginterferon alfa-2a;PA451241:ribavirin,2,PA166160592,rs10846744,chr12,125312425,SCARB1,1448264191,3,efficacy,"PA446863:Hepatitis C, Chronic",asian,,
PA166114414:cotinine,1,PA166153173,rs10851907,chr15,78915864,CHRNB4,1448106379,3,pk,PA445876:Tobacco Use Disorder,white,,
PA164784024:peginterferon alfa-2b;PA451241:ribavirin,2,PA166159166,rs10853728,chr19,39745146,,1448102814,3,efficacy,"PA446863:Hepatitis C, Chronic",asian,,
PA164784024:peginterferon alfa-2b;PA451241:ribavirin,2,PA166159174,rs10877012,chr12,58162085,CYP27B1,1448102796,3,efficacy,"PA446863:Hepatitis C, Chronic",white,,
PA449015:citalopram,1,PA166135841,rs10848635,chr12,2316195,CACNA1C,1444705196,4,toxicity,"PA447321:Depressive Disorder, Major",white,,
PA164713176:Platinum compounds,1,PA166135678,rs10878232,chr12,65522647,WIF1,1444666686,3,efficacy,"PA443622:Carcinoma, Non-Small-Cell Lung",,,1
PA452229:antidepressants;PA450522:mirtazapine;PA451866:venlafaxine,3,PA166134409,rs10879346,chr12,72351835,TPH2,981418727,3,efficacy,"PA447321:Depressive Disorder, Major",white,,
PA450921:phenprocoumon,1,PA166136268,rs10871454,chr16,31048079,STX4,1444700555,3,dosage,,,1,
PA451906:warfarin,1,PA166134209,rs10871454,chr16,31048078,STX4,981239396,3,dosage,,white,,
PA10407:calcium channel blockers,1,PA166158875,rs10898815,chr11,71739423,NUMA1,1448099076,3,efficacy,PA444552:Hypertension,asian,,
PA450626:nicotine,1,PA166136270,rs10912675,chr1,171227216,FMO1,1444700571,3,other,,white,,
PA449748:gemcitabine,1,PA166153006,rs10916852,chr1,21052693,SH2D5,1447981415,3,efficacy,PA445218:Pancreatic Neoplasms,asian,,
PA448383:amiodarone,1,PA166134640,rs10919035,chr1,162244011,NOS1AP,981478135,3,toxicity,PA444807:Long QT Syndrome,white,,
PA451868:verapamil,1,PA166134182,rs10918594,chr1,162030688,NOS1AP,981418892,4,toxicity,PA447300:Acquired Long QT Syndrome (aLQTS),white,,
PA10004:adalimumab;PA449515:etanercept;PA452639:infliximab;PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,4,PA166135397,rs10919563,chr1,198700442,PTPRC,1183700531,3,efficacy,"PA443434:Arthritis, Rheumatoid",,,1
PA166114484:nsc697887,1,PA166136272,rs10931910,chr2,201523736,AOX1,1444700586,3,pk,,white,,
PA10251:atazanavir;PA451260:ritonavir,2,PA166136089,rs10929303,chr2,234681416,UGT1A1,1448260856,3,toxicity,PA447230:HIV; PA162355520:nephrolithiasis,asian,,
PA448015:acetaminophen,1,PA166135087,rs10929303,chr2,234681416,UGT1A,1183614820,4,other,,white,,
PA448015:acetaminophen,1,PA166135088,rs10929303,chr2,234681416,UGT1A,1183614829,3,toxicity,"PA446443:Liver Failure, Acute",white,,
PA450085:irinotecan,1,PA166158728,rs10934498,chr3,119504381,NR1I2,1448097460,3,pk,PA443756:Colonic Neoplasms,,1,
PA166122986:radiotherapy,1,PA166136290,rs10711,chr10,62554474,CDK1,1444700955,3,toxicity,PA166124223:pneumonitis,,1,
PA128406956:fluorouracil;PA450085:irinotecan;PA450198:leucovorin,3,PA166136469,rs10937158,chr3,183708439,ABCC5,1446908585,3,toxicity,PA446108:Colorectal Neoplasms,white,,
PA164713366:Tumor necrosis factor alpha (TNF-alpha) inhibitors,1,PA166158981,rs10945919,chr6,164186677,,1448100456,3,efficacy,"PA443434:Arthritis, Rheumatoid",white,,
PA451250:rifampin,1,PA166160698,rs10946737,chr6,24967240,FAM65B,1448265578,3,toxicity,PA445941:Tuberculosis,black,,
PA451250:rifampin,1,PA166160697,rs10946739,chr6,24993127,FAM65B,1448265570,3,toxicity,PA445941:Tuberculosis,black,,
PA449212:daunorubicin,1,PA166134127,rs10932125,chr2,206652300,NRP2,981418817,4,other,PA443937:Drug Toxicity,,,1
PA450379:mercaptopurine,1,PA166159956,rs10948059,chr6,42928461,GNMT,1448256096,3,toxicity,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,,1,
PA449014:cisplatin,1,PA166159503,rs10964552,chr9,20405630,MLLT3,1448112612,4,efficacy,PA443512:Urinary Bladder Neoplasms,,1,
PA449899:hydrochlorothiazide,1,PA166162512,rs10995,chr19,46030154,VASP,1448568157,3,efficacy,PA444552:Hypertension,white,,
PA449015:citalopram;PA10074:escitalopram,2,PA166135842,rs10975641,chr9,6556839,GLDC,1444705203,3,efficacy,"PA447321:Depressive Disorder, Major",,,1
PA452229:antidepressants,1,PA166158947,rs10997242,chr10,68336295,CTNNA3,1448100170,3,efficacy,"PA447321:Depressive Disorder, Major",asian,,
PA450428:methotrexate,1,PA166159012,rs10994982,chr10,63710104,ARID5B,1448100892,3,pk,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,white,,
PA452233:antipsychotics,1,PA166135411,rs11030104,chr11,27684517,BDNF,1183702973,3,efficacy,PA447216:Schizophrenia,white,,
PA449748:gemcitabine;PA164713176:Platinum compounds,2,PA166135741,rs11030918,chr11,4115487,RRM1,1444700602,3,toxicity,PA444937:Mesothelioma,white,,
PA451581:tamoxifen,1,PA166135740,rs11023197,chr11,14380998,RRAS2,1444700594,3,efficacy,PA443560:Breast Neoplasms,,1,
PA448499:atenolol;PA451868:verapamil,2,PA166134896,rs11039149,chr11,47276675,NR1H3,1043880787,3,toxicity,PA443796:Coronary Artery Disease; PA444552:Hypertension,,1,
PA164760843:deferasirox,1,PA166136450,rs10929302,chr2,234665782,,1446905051,4,toxicity,PA446432:beta-Thalassemia,,1,
PA450085:irinotecan,1,PA166134663,rs10929302,chr2,234665782,UGT1A1,1448531615,3,,,,,1
PA448499:atenolol,1,PA166135951,rs1104514,chr9,11028275,,1446902917,3,efficacy,PA444552:Hypertension,white,,
PA450801:paroxetine,1,PA166134340,rs11042725,chr11,10325325,ADM,981419045,3,efficacy,"PA447321:Depressive Disorder, Major",,1,
PA450428:methotrexate,1,PA166136337,rs11045872,chr12,21372344,SLCO1B1,1444706129,3,pk,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,,,1
PA449383:docetaxel,1,PA166134583,rs11045585,chr12,21045693,SLCO1B3,981239031,3,toxicity,PA445062:Neoplasms,asian,,
PA450428:methotrexate,1,PA166136338,rs11045821,chr12,21332423,SLCO1B1,1444706159,3,pk,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,,,1
PA449688:fluvastatin,1,PA166134132,rs11045819,chr12,21329813,SLCO1B1,981418717,3,efficacy,PA444516:Hypercholesterolemia,white,,
PA451250:rifampin,1,PA166158880,rs11045819,chr12,21329813,SLCO1B1,1448099123,3,pk,,,,1
PA165292659:tocilizumab,1,PA166159494,rs11052877,chr12,9905690,CD69,1448112491,3,efficacy,"PA443434:Arthritis, Rheumatoid",white,,
PA449014:cisplatin,1,PA166135232,rs10981694,chr9,115986409,SLC31A1,1448616429,3,toxicity,"PA443622:Carcinoma, Non-Small-Cell Lung",asian,,
PA448871:celecoxib,1,PA166136273,rs11078659,chr17,6903944,ALOX12,1444700610,3,efficacy; toxicity,PA446108:Colorectal Neoplasms,,1,
PA450428:methotrexate,1,PA166135396,rs1105525,chr5,79950508,DHFR,1183700526,3,efficacy,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,white,,
PA450112:isoniazid;PA451250:rifampin,2,PA166135395,rs11080344,chr17,26104511,NOS2,1183700521,3,toxicity,PA164925725:Toxic liver disease,asian,,
PA450428:methotrexate,1,PA166134398,rs11045879,chr12,21382619,SLCO1B1,1448100859,2A,toxicity,PA446155:Precursor Cell Lymphoblastic Leukemia-Lymphoma,,,1
PA165983754:pitrakinra,1,PA166135085,rs1110470,chr16,27336427,IL4R,1183630742,3,efficacy,PA443450:Asthma,white,,
PA452620:tegafur,1,PA166152782,rs111033610,chr19,41352941,CYP2A6,1447962632,4,pk,PA445742:Stomach Neoplasms,,1,
PA448499:atenolol;PA451868:verapamil,2,PA166163201,rs11124945,chr2,43877156,PLEKHH2,1448602390,3,toxicity,PA443886:Diabetes Mellitus; PA444552:Hypertension,,,1
PA164712406:Antibiotics,1,PA166160647,rs11125,chr14,55611839,LGALS3,1448265179,3,toxicity,PA444546:Hypersensitivity,white,,
PA166122986:radiotherapy,1,PA166136291,rs11125035,chr2,46056049,PRKCE,1444700981,4,toxicity,,,1,
PA448388:amlodipine;PA448970:chlorthalidone;PA450242:lisinopril,3,PA166136472,rs11122576,chr1,230846679,AGT,1446908613,4,efficacy,,black,,
PA448388:amlodipine;PA448970:chlorthalidone;PA450242:lisinopril,3,PA166136473,rs11122576,chr1,230846679,AGT,1446908620,4,efficacy,,white,,
PA451846:valproic acid,1,PA166134584,rs1105879,chr2,234602202,UGT1A6,1448107614,3,dosage,PA444065:Epilepsy,asian,,
