Chemical_ID,Chemical_Name,PharmGKB_ID,RS_ID
PA452233,antipsychotics,PA166135920,rs1143634
PA448515,azathioprine,PA166134054,rs1127354
PA452634,purine analogues,PA166134054,rs1127354
PA164784024,peginterferon alfa-2b,PA166135960,rs1127354
PA451241,ribavirin,PA166135960,rs1127354
PA448515,azathioprine,PA166134414,rs1127354
PA164783990,"interferon alfa-2b, recombinant",PA166134586,rs1127354
PA451241,ribavirin,PA166134586,rs1127354
PA450428,methotrexate,PA166134603,rs1127354
PA450379,mercaptopurine,PA166152806,rs1127354
PA449165,cyclophosphamide,PA166134932,rs1143684
PA449412,doxorubicin,PA166134932,rs1143684
PA130620651,anthracyclines and related substances,PA166159400,rs1149222
PA448771,capecitabine,PA166135587,rs11479
PA128406956,fluorouracil,PA166135587,rs11479
PA449061,clozapine,PA166134940,rs1150226
PA449014,cisplatin,PA166135515,rs1142345
PA449165,cyclophosphamide,PA166135515,rs1142345
PA449014,cisplatin,PA166134342,rs1142345
PA450379,mercaptopurine,PA166136397,rs1142345
PA128406956,fluorouracil,PA166135421,rs115232898
PA451221,raloxifene,PA166160313,rs11543791
PA450428,methotrexate,PA166134062,rs11545078
PA10810,pemetrexed,PA166136175,rs11545078
PA164924493,axitinib,PA166159815,rs11549465
PA7000,sorafenib,PA166159815,rs11549465
PA449748,gemcitabine,PA166136277,rs1155463
PA166123346,bilirubin,PA166136377,rs11563250
PA450085,irinotecan,PA166136378,rs11563250
PA128406956,fluorouracil,PA166153412,rs115632870
PA164774763,latanoprost,PA166135693,rs11568658
PA10227,valganciclovir,PA166159688,rs11568658
PA451954,zidovudine,PA166134916,rs11568695
PA10074,escitalopram,PA166136278,rs11568817
PA451879,vincristine,PA166136033,rs1135989
PA448852,cefotaxime,PA166152815,rs11568482
PA450566,mycophenolate mofetil,PA166136130,rs11572076
PA131301952,gefitinib,PA166134638,rs11568315
PA450496,midazolam,PA166159008,rs11568820
PA449015,citalopram,PA166153198,rs11580409
PA10074,escitalopram,PA166153198,rs11580409
PA450761,paclitaxel,PA166134133,rs11572103
PA449301,didanosine,PA166135348,rs11598702
PA449748,gemcitabine,PA166134024,rs11598702
PA448497,aspirin,PA166134791,rs11587213
PA449899,hydrochlorothiazide,PA166135393,rs11600347
PA449690,fluvoxamine,PA166136280,rs1160351
PA164752812,milnacipran,PA166136280,rs1160351
PA450801,paroxetine,PA166136280,rs1160351
PA448803,carboplatin,PA166136448,rs11623866
PA166129466,lonafarnib,PA166136448,rs11623866
PA450761,paclitaxel,PA166136448,rs11623866
PA165950341,ivacaftor,PA166134643,rs113993960
PA449171,cysteamine,PA166152868,rs113993960
PA166152935,ivacaftor / lumacaftor,PA166152934,rs113993960
PA166163226,cavosonstat,PA166163369,rs113993960
PA448499,atenolol,PA166153176,rs11649514
PA449015,citalopram,PA166136281,rs11628713
PA450688,olanzapine,PA166135856,rs11677416
PA452632,acenocoumarol,PA166134717,rs11676382
PA451906,warfarin,PA166153453,rs11676382
PA451906,warfarin,PA166160465,rs11676382
PA451906,warfarin,PA166160467,rs11676382
PA448404,amodiaquine,PA166134051,rs11572080
PA450761,paclitaxel,PA166134170,rs11572080
PA450761,paclitaxel,PA166134172,rs11572080
PA451234,repaglinide,PA166134647,rs11572080
PA448320,allopurinol,PA166161459,rs11678615
PA165958521,febuxostat,PA166161459,rs11678615
PA448320,allopurinol,PA166161462,rs11678615
PA165958521,febuxostat,PA166161462,rs11678615
PA450085,irinotecan,PA166135707,rs11692021
PA133950441,hmg coa reductase inhibitors,PA166135550,rs1128503
PA449167,cyclosporine,PA166134126,rs1128503
PA451257,risperidone,PA166134379,rs1128503
PA451365,sirolimus,PA166135080,rs1128503
PA449319,digoxin,PA166135131,rs1128503
PA450947,phenytoin,PA166134587,rs1128503
PA451578,tacrolimus,PA166135703,rs1128503
PA131285527,oxaliplatin,PA166134721,rs1128503
PA449014,cisplatin,PA166134733,rs1128503
PA449165,cyclophosphamide,PA166134733,rs1128503
PA449412,doxorubicin,PA166134733,rs1128503
PA450428,methotrexate,PA166134733,rs1128503
PA451879,vincristine,PA166134733,rs1128503
PA10804,imatinib,PA166136369,rs1128503
PA164754992,rocuronium,PA166136371,rs1128503
PA449177,cytarabine,PA166135907,rs1128503
PA165110778,tipifarnib,PA166152726,rs1128503
PA448785,carbamazepine,PA166153190,rs1128503
PA449088,codeine,PA166159002,rs1128503
PA451363,simvastatin,PA166152797,rs1128503
PA143485705,antiepileptics,PA166152856,rs1128503
PA451363,simvastatin,PA166152798,rs1128503
PA448771,capecitabine,PA166152892,rs1128503
PA164713176,Platinum compounds,PA166159992,rs1128503
PA131301952,gefitinib,PA166161227,rs1128503
PA162372840,sunitinib,PA166136421,rs1128503
PA449441,efavirenz,PA166136011,rs1128503
PA450530,modafinil,PA166136510,rs1128503
PA451578,tacrolimus,PA166162610,rs1128503
PA451089,pravastatin,PA166152819,rs11716445
PA451363,simvastatin,PA166152819,rs11716445
PA451089,pravastatin,PA166152799,rs113646094
PA451868,verapamil,PA166134450,rs11739136
PA448687,bupropion,PA166134913,rs11746641
PA450626,nicotine,PA166134913,rs11746641
PA448687,bupropion,PA166134912,rs11749035
PA450626,nicotine,PA166134912,rs11749035
PA164749390,peginterferon alfa-2a,PA166160630,rs117648444
PA164784024,peginterferon alfa-2b,PA166160630,rs117648444
PA451241,ribavirin,PA166160630,rs117648444
PA449165,cyclophosphamide,PA166158877,rs117532069
PA449177,cytarabine,PA166158877,rs117532069
PA449212,daunorubicin,PA166158877,rs117532069
PA449247,dexamethasone,PA166158877,rs117532069
PA449412,doxorubicin,PA166158877,rs117532069
PA450428,methotrexate,PA166158877,rs117532069
PA164760860,pegaspargase,PA166158877,rs117532069
PA451100,prednisone,PA166158877,rs117532069
PA451663,thioguanine,PA166158877,rs117532069
PA451879,vincristine,PA166158877,rs117532069
PA450626,nicotine,PA166159200,rs11788456
PA448515,azathioprine,PA166135532,rs116855232
PA450379,mercaptopurine,PA166135532,rs116855232
PA448803,carboplatin,PA166152678,rs11710163
PA449014,cisplatin,PA166152678,rs11710163
PA449383,docetaxel,PA166152678,rs11710163
PA449748,gemcitabine,PA166152678,rs11710163
PA450761,paclitaxel,PA166152678,rs11710163
PA450801,paroxetine,PA166136125,rs1176744
PA449167,cyclosporine,PA166134934,rs11706052
PA450566,mycophenolate mofetil,PA166134934,rs11706052
PA450566,mycophenolate mofetil,PA166134739,rs11706052
PA164748728,mycophenolic acid,PA166134739,rs11706052
PA164749136,desflurane,PA166136486,rs118192116
PA449461,enflurane,PA166136486,rs118192116
PA449845,halothane,PA166136486,rs118192116
PA450106,isoflurane,PA166136486,rs118192116
PA450434,methoxyflurane,PA166136486,rs118192116
PA451341,sevoflurane,PA166136486,rs118192116
PA164749136,desflurane,PA166135875,rs118192124
PA449461,enflurane,PA166135875,rs118192124
PA449845,halothane,PA166135875,rs118192124
PA450106,isoflurane,PA166135875,rs118192124
PA450434,methoxyflurane,PA166135875,rs118192124
PA451341,sevoflurane,PA166135875,rs118192124
PA451522,succinylcholine,PA166135875,rs118192124
PA164749136,desflurane,PA166135462,rs118192163
PA449461,enflurane,PA166135462,rs118192163
PA449845,halothane,PA166135462,rs118192163
PA450106,isoflurane,PA166135462,rs118192163
PA450434,methoxyflurane,PA166135462,rs118192163
PA451341,sevoflurane,PA166135462,rs118192163
PA451522,succinylcholine,PA166135462,rs118192163
PA164749136,desflurane,PA166135461,rs118192162
PA449461,enflurane,PA166135461,rs118192162
PA449845,halothane,PA166135461,rs118192162
PA450106,isoflurane,PA166135461,rs118192162
PA450434,methoxyflurane,PA166135461,rs118192162
PA451341,sevoflurane,PA166135461,rs118192162
PA451522,succinylcholine,PA166135461,rs118192162
PA164749136,desflurane,PA166135464,rs118192170
PA449461,enflurane,PA166135464,rs118192170
PA449845,halothane,PA166135464,rs118192170
PA450106,isoflurane,PA166135464,rs118192170
PA450434,methoxyflurane,PA166135464,rs118192170
PA451341,sevoflurane,PA166135464,rs118192170
PA451522,succinylcholine,PA166135464,rs118192170
PA164749136,desflurane,PA166135459,rs118192161
PA449461,enflurane,PA166135459,rs118192161
PA449845,halothane,PA166135459,rs118192161
PA450106,isoflurane,PA166135459,rs118192161
PA450434,methoxyflurane,PA166135459,rs118192161
PA451341,sevoflurane,PA166135459,rs118192161
PA451522,succinylcholine,PA166135459,rs118192161
PA164749136,desflurane,PA166136354,rs118192122
PA449461,enflurane,PA166136354,rs118192122
PA449845,halothane,PA166136354,rs118192122
PA450106,isoflurane,PA166136354,rs118192122
PA450434,methoxyflurane,PA166136354,rs118192122
PA451341,sevoflurane,PA166136354,rs118192122
PA451522,succinylcholine,PA166136354,rs118192122
PA164749136,desflurane,PA166135465,rs118192175
PA449461,enflurane,PA166135465,rs118192175
PA449845,halothane,PA166135465,rs118192175
PA450106,isoflurane,PA166135465,rs118192175
PA450434,methoxyflurane,PA166135465,rs118192175
PA451341,sevoflurane,PA166135465,rs118192175
PA451522,succinylcholine,PA166135465,rs118192175
PA448771,capecitabine,PA166135890,rs11615
PA166122986,radiotherapy,PA166135890,rs11615
PA448803,carboplatin,PA166134350,rs11615
PA449014,cisplatin,PA166134350,rs11615
PA131285527,oxaliplatin,PA166134350,rs11615
PA150595617,platinum,PA166134350,rs11615
PA164713176,Platinum compounds,PA166134350,rs11615
PA128406956,fluorouracil,PA166135114,rs11615
PA450198,leucovorin,PA166135114,rs11615
PA131285527,oxaliplatin,PA166135114,rs11615
PA128406956,fluorouracil,PA166135115,rs11615
PA450198,leucovorin,PA166135115,rs11615
PA131285527,oxaliplatin,PA166135115,rs11615
PA449014,cisplatin,PA166134588,rs11615
PA449165,cyclophosphamide,PA166134588,rs11615
PA449383,docetaxel,PA166136387,rs11615
PA164749136,desflurane,PA166135463,rs118192167
PA449461,enflurane,PA166135463,rs118192167
PA449845,halothane,PA166135463,rs118192167
PA450106,isoflurane,PA166135463,rs118192167
PA450434,methoxyflurane,PA166135463,rs118192167
PA451341,sevoflurane,PA166135463,rs118192167
PA451522,succinylcholine,PA166135463,rs118192167
PA448497,aspirin,PA166136196,rs11819745
PA164749136,desflurane,PA166135972,rs118192178
PA449461,enflurane,PA166135972,rs118192178
PA449845,halothane,PA166135972,rs118192178
PA450106,isoflurane,PA166135972,rs118192178
PA450434,methoxyflurane,PA166135972,rs118192178
PA451341,sevoflurane,PA166135972,rs118192178
PA451522,succinylcholine,PA166135972,rs118192178
PA164749136,desflurane,PA166135466,rs118192176
PA449461,enflurane,PA166135466,rs118192176
PA449845,halothane,PA166135466,rs118192176
PA450106,isoflurane,PA166135466,rs118192176
PA450434,methoxyflurane,PA166135466,rs118192176
PA451341,sevoflurane,PA166135466,rs118192176
PA451522,succinylcholine,PA166135466,rs118192176
PA449748,gemcitabine,PA166152679,rs11854484
PA164784024,peginterferon alfa-2b,PA166135903,rs11854484
PA451159,protease inhibitors,PA166135903,rs11854484
PA451241,ribavirin,PA166135903,rs11854484
PA451522,succinylcholine,PA166153452,rs118204423
PA166131630,volatile anesthetics,PA166153452,rs118204423
PA448771,capecitabine,PA166163251,rs11861118
PA164713176,Platinum compounds,PA166135679,rs11868547
PA133950441,hmg coa reductase inhibitors,PA166158878,rs11868035
PA449061,clozapine,PA166135351,rs11872992
PA450688,olanzapine,PA166135351,rs11872992
PA449061,clozapine,PA166135933,rs11872992
PA450688,olanzapine,PA166135933,rs11872992
PA450243,lithium,PA166152953,rs11869731
PA164749136,desflurane,PA166135467,rs118192177
PA449461,enflurane,PA166135467,rs118192177
PA449845,halothane,PA166135467,rs118192177
PA450106,isoflurane,PA166135467,rs118192177
PA450434,methoxyflurane,PA166135467,rs118192177
PA451341,sevoflurane,PA166135467,rs118192177
PA451522,succinylcholine,PA166135467,rs118192177
PA164749390,peginterferon alfa-2a,PA166159167,rs11881222
PA164784024,peginterferon alfa-2b,PA166159167,rs11881222
PA451241,ribavirin,PA166159167,rs11881222
PA450401,methadone,PA166152993,rs11940316
PA449599,fentanyl,PA166135918,rs11959113
PA10040,cetuximab,PA166135669,rs11942466
PA450085,irinotecan,PA166135669,rs11942466
PA162373091,panitumumab,PA166135669,rs11942466
PA448771,capecitabine,PA166135889,rs11942466
PA166122986,radiotherapy,PA166135889,rs11942466
PA133950441,hmg coa reductase inhibitors,PA166134629,rs118192172
PA164749136,desflurane,PA166135458,rs118192172
PA449461,enflurane,PA166135458,rs118192172
PA449845,halothane,PA166135458,rs118192172
PA450106,isoflurane,PA166135458,rs118192172
PA450434,methoxyflurane,PA166135458,rs118192172
PA451341,sevoflurane,PA166135458,rs118192172
PA451522,succinylcholine,PA166135458,rs118192172
PA449015,citalopram,PA166153199,rs11947402
PA10074,escitalopram,PA166153199,rs11947402
PA448500,atorvastatin,PA166134957,rs11887534
PA450688,olanzapine,PA166135238,rs11960832
PA449899,hydrochlorothiazide,PA166136406,rs11993031
PA449503,estradiol,PA166136331,rs11849538
PA448771,capecitabine,PA166136137,rs12022243
PA448385,amitriptyline,PA166135177,rs11983225
PA449015,citalopram,PA166135177,rs11983225
PA450801,paroxetine,PA166135177,rs11983225
PA451866,venlafaxine,PA166135177,rs11983225
PA450546,montelukast,PA166134240,rs119774
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166135716,rs11938228
PA448497,aspirin,PA166135312,rs12041331
PA449053,clopidogrel,PA166135312,rs12041331
PA448497,aspirin,PA166135313,rs12041331
PA165374673,ticagrelor,PA166162373,rs12041331
PA450037,interferon beta-1a,PA166136395,rs12044852
PA450039,interferon beta-1b,PA166136395,rs12044852
PA449748,gemcitabine,PA166135655,rs12046844
PA134308647,rosuvastatin,PA166159235,rs1205
PA448497,aspirin,PA166159033,rs12042763
PA448500,atorvastatin,PA166134998,rs12003906
PA451089,pravastatin,PA166134998,rs12003906
PA451363,simvastatin,PA166134998,rs12003906
PA449015,citalopram,PA166136283,rs12054895
PA10074,escitalopram,PA166136283,rs12054895
PA448803,carboplatin,PA166152680,rs12118636
PA449014,cisplatin,PA166152680,rs12118636
PA449748,gemcitabine,PA166152680,rs12118636
PA452229,antidepressants,PA166135079,rs12082710
PA448771,capecitabine,PA166136140,rs12132152
PA165292659,tocilizumab,PA166135742,rs12083537
PA448388,amlodipine,PA166153061,rs12143842
PA448970,chlorthalidone,PA166153061,rs12143842
PA450242,lisinopril,PA166153061,rs12143842
PA165950341,ivacaftor,PA166135484,rs121908755
PA450877,perindopril,PA166134112,rs12050217
PA449748,gemcitabine,PA166136282,rs11719165
PA165950341,ivacaftor,PA166135486,rs121909005
PA165950341,ivacaftor,PA166135485,rs121908757
PA165950341,ivacaftor,PA166135487,rs121909013
PA165950341,ivacaftor,PA166161190,rs121909011
PA134687924,erlotinib,PA166134634,rs121434569
PA131301952,gefitinib,PA166134634,rs121434569
PA164749136,desflurane,PA166135470,rs121918595
PA449461,enflurane,PA166135470,rs121918595
PA449845,halothane,PA166135470,rs121918595
PA450106,isoflurane,PA166135470,rs121918595
PA450434,methoxyflurane,PA166135470,rs121918595
PA451341,sevoflurane,PA166135470,rs121918595
PA451522,succinylcholine,PA166135470,rs121918595
PA164749136,desflurane,PA166135471,rs121918594
PA449461,enflurane,PA166135471,rs121918594
PA449845,halothane,PA166135471,rs121918594
PA450106,isoflurane,PA166135471,rs121918594
PA450434,methoxyflurane,PA166135471,rs121918594
PA451341,sevoflurane,PA166135471,rs121918594
PA451522,succinylcholine,PA166135471,rs121918594
PA164713366,Tumor necrosis factor alpha (TNF-alpha) inhibitors,PA166161866,rs12191877
PA164749136,desflurane,PA166135468,rs121918593
PA449461,enflurane,PA166135468,rs121918593
PA449845,halothane,PA166135468,rs121918593
PA450106,isoflurane,PA166135468,rs121918593
PA450434,methoxyflurane,PA166135468,rs121918593
PA451341,sevoflurane,PA166135468,rs121918593
PA451522,succinylcholine,PA166135468,rs121918593
PA164749136,desflurane,PA166135460,rs121918592
PA449461,enflurane,PA166135460,rs121918592
PA449845,halothane,PA166135460,rs121918592
PA450106,isoflurane,PA166135460,rs121918592
PA450434,methoxyflurane,PA166135460,rs121918592
PA451341,sevoflurane,PA166135460,rs121918592
PA451522,succinylcholine,PA166135460,rs121918592
PA165950341,ivacaftor,PA166135488,rs121909041
PA451735,tramadol,PA166135162,rs12208357
PA449165,cyclophosphamide,PA166135307,rs12210538
PA449412,doxorubicin,PA166135307,rs12210538
PA451868,verapamil,PA166135743,rs12221497
PA10390,"sulfonamides, urea derivatives",PA166134232,rs12255372
PA449014,cisplatin,PA166134344,rs12201199
PA450379,mercaptopurine,PA166158971,rs12201199
PA448073,ethanol,PA166136122,rs1229984
PA448499,atenolol,PA166135949,rs12346562
PA448641,bisoprolol,PA166135949,rs12346562
PA449899,hydrochlorothiazide,PA166135950,rs12346562
PA154410481,prasugrel,PA166135137,rs12407843
PA448408,amphetamine,PA166159199,rs12364283
PA449383,docetaxel,PA166135078,rs12415607
PA449748,gemcitabine,PA166135078,rs12415607
PA450761,paclitaxel,PA166135078,rs12415607
PA164713176,Platinum compounds,PA166135078,rs12415607
PA451881,vinorelbine,PA166135078,rs12415607
PA449383,docetaxel,PA166134331,rs12418
PA451644,thalidomide,PA166134331,rs12418
PA452233,antipsychotics,PA166136515,rs12467557
PA451955,zileuton,PA166161146,rs12436663
PA450546,montelukast,PA166134241,rs12422149
PA449899,hydrochlorothiazide,PA166136402,rs12505746
PA10804,imatinib,PA166136229,rs12505410
PA451363,simvastatin,PA166134875,rs12487736
PA448500,atorvastatin,PA166134876,rs12487736
PA448499,atenolol,PA166136060,rs12595985
PA165374673,ticagrelor,PA166162372,rs12566888
PA448803,carboplatin,PA166134637,rs121434568
PA449383,docetaxel,PA166134637,rs121434568
PA134687924,erlotinib,PA166134637,rs121434568
PA449748,gemcitabine,PA166134637,rs121434568
PA450761,paclitaxel,PA166134637,rs121434568
PA131301952,gefitinib,PA166134633,rs121434568
PA134687924,erlotinib,PA166134635,rs121434568
PA448803,carboplatin,PA166134636,rs121434568
PA131301952,gefitinib,PA166134636,rs121434568
PA450761,paclitaxel,PA166134636,rs121434568
PA449748,gemcitabine,PA166153009,rs12507552
PA164713176,Platinum compounds,PA166159993,rs12621220
PA10004,adalimumab,PA166151930,rs1264457
PA165107055,certolizumab pegol,PA166151930,rs1264457
PA449515,etanercept,PA166151930,rs1264457
PA452347,glucocorticoids,PA166151930,rs1264457
PA452639,infliximab,PA166151930,rs1264457
PA450428,methotrexate,PA166151930,rs1264457
PA449027,cladribine,PA166135381,rs1265138
PA449177,cytarabine,PA166135381,rs1265138
PA450626,nicotine,PA166136447,rs12461964
PA449014,cisplatin,PA166158918,rs12613732
PA128406956,fluorouracil,PA166158918,rs12613732
PA450526,mitoxantrone,PA166158918,rs12613732
PA133950441,hmg coa reductase inhibitors,PA166135001,rs12654264
PA450616,nevirapine,PA166152717,rs1265112
PA448803,carboplatin,PA166135235,rs12659
PA449014,cisplatin,PA166135235,rs12659
PA128406956,fluorouracil,PA166135235,rs12659
PA450085,irinotecan,PA166162361,rs12720066
PA450626,nicotine,PA166152836,rs12718541
PA134688071,atomoxetine,PA166135766,rs12708954
PA451906,warfarin,PA166134487,rs12714145
PA448385,amitriptyline,PA166135178,rs12720067
PA449015,citalopram,PA166135178,rs12720067
PA450801,paroxetine,PA166135178,rs12720067
PA451866,venlafaxine,PA166135178,rs12720067
PA449053,clopidogrel,PA166134362,rs12248560
PA10074,escitalopram,PA166134388,rs12248560
PA450373,mephenytoin,PA166134389,rs12248560
PA449969,imipramine,PA166135144,rs12248560
PA154410481,prasugrel,PA166135744,rs12248560
